2017-03-01 05:02:00,2017-02-22 04:01:51,0.0
2017-03-01 05:02:00,2017-02-22 04:02:51,0.0
2017-03-01 05:02:00,2017-02-22 04:03:51,0.0
2017-03-01 05:02:00,2017-02-22 04:04:51,0.0
2017-03-01 05:02:00,2017-02-22 04:05:51,0.0
2017-03-01 05:02:00,2017-02-22 04:06:51,0.0
2017-03-01 05:02:00,2017-02-22 04:07:51,0.0
2017-03-01 05:02:00,2017-02-22 04:08:50,0.0
2017-03-01 05:02:00,2017-02-22 04:09:50,0.0
2017-03-01 05:02:00,2017-02-22 04:10:50,0.0
2017-03-01 05:02:00,2017-02-22 04:11:51,0.0
2017-03-01 05:02:00,2017-02-22 04:12:50,0.0
2017-03-01 05:02:00,2017-02-22 04:13:50,0.0
2017-03-01 05:02:00,2017-02-22 04:14:50,0.0
2017-03-01 05:02:00,2017-02-22 04:15:51,0.0
2017-03-01 05:02:00,2017-02-22 04:16:50,0.0
2017-03-01 05:02:00,2017-02-22 04:17:50,0.0
2017-03-01 05:02:00,2017-02-22 04:18:51,0.0
2017-03-01 05:02:00,2017-02-22 04:19:51,0.0
2017-03-01 05:02:00,2017-02-22 04:20:51,0.0
2017-03-01 05:02:00,2017-02-22 04:21:51,0.0
2017-03-01 05:02:00,2017-02-22 04:22:51,0.0
2017-03-01 05:02:00,2017-02-22 04:23:51,0.0
2017-03-01 05:02:00,2017-02-22 04:24:51,0.0
2017-03-01 05:02:00,2017-02-22 04:25:51,0.0
2017-03-01 05:02:00,2017-02-22 04:26:51,0.0
2017-03-01 05:02:00,2017-02-22 04:27:51,0.0
2017-03-01 05:02:00,2017-02-22 04:28:51,0.0
2017-03-01 05:02:00,2017-02-22 04:29:50,0.0
2017-03-01 05:02:00,2017-02-22 04:30:51,0.0
2017-03-01 05:02:00,2017-02-22 04:31:51,0.0
2017-03-01 05:02:00,2017-02-22 04:32:51,0.0
2017-03-01 05:02:00,2017-02-22 04:33:51,0.0
2017-03-01 05:02:00,2017-02-22 04:34:51,0.0
2017-03-01 05:02:00,2017-02-22 04:35:51,0.0
2017-03-01 05:02:00,2017-02-22 04:36:50,0.0
2017-03-01 05:02:00,2017-02-22 04:37:50,0.0
2017-03-01 05:02:00,2017-02-22 04:38:51,0.0
2017-03-01 05:02:00,2017-02-22 04:39:51,0.0
2017-03-01 05:02:00,2017-02-22 04:40:50,0.0
2017-03-01 05:02:00,2017-02-22 04:41:50,0.0
2017-03-01 05:02:00,2017-02-22 04:42:50,0.0
2017-03-01 05:02:00,2017-02-22 04:43:51,0.0
2017-03-01 05:02:00,2017-02-22 04:44:51,0.0
2017-03-01 05:02:00,2017-02-22 04:45:50,0.0
2017-03-01 05:02:00,2017-02-22 04:46:50,0.0
2017-03-01 05:02:00,2017-02-22 04:47:51,0.0
2017-03-01 05:02:00,2017-02-22 04:48:51,0.0
2017-03-01 05:02:00,2017-02-22 04:49:50,0.0
2017-03-01 05:02:00,2017-02-22 04:50:50,0.0
2017-03-01 05:02:00,2017-02-22 04:51:51,0.0
2017-03-01 05:02:00,2017-02-22 04:52:50,0.0
2017-03-01 05:02:00,2017-02-22 04:53:50,0.0
2017-03-01 05:02:00,2017-02-22 04:54:51,0.0
2017-03-01 05:02:00,2017-02-22 04:55:51,0.0
2017-03-01 05:02:00,2017-02-22 04:56:51,0.0
2017-03-01 05:02:00,2017-02-22 04:57:51,0.0
2017-03-01 05:02:00,2017-02-22 04:58:51,0.0
2017-03-01 05:02:00,2017-02-22 04:59:51,0.0
2017-03-01 05:02:00,2017-02-22 05:00:51,0.0
2017-03-01 05:02:00,2017-02-22 05:01:51,0.0
2017-03-01 05:02:00,2017-02-22 05:02:51,0.0
2017-03-01 05:02:00,2017-02-22 05:03:51,0.0
2017-03-01 05:02:00,2017-02-22 05:04:50,0.0
2017-03-01 05:02:00,2017-02-22 05:05:51,0.0
2017-03-01 05:02:00,2017-02-22 05:06:51,0.0
2017-03-01 05:02:00,2017-02-22 05:07:51,0.0
2017-03-01 05:02:00,2017-02-22 05:08:50,0.0
2017-03-01 05:02:00,2017-02-22 05:09:50,0.0
2017-03-01 05:02:00,2017-02-22 05:10:51,0.0
2017-03-01 05:02:00,2017-02-22 05:11:51,0.0
2017-03-01 05:02:00,2017-02-22 05:12:51,0.0
2017-03-01 05:02:00,2017-02-22 05:13:50,0.0
2017-03-01 05:02:00,2017-02-22 05:14:51,0.0
2017-03-01 05:02:00,2017-02-22 05:15:51,0.0
2017-03-01 05:02:00,2017-02-22 05:16:51,0.0
2017-03-01 05:02:00,2017-02-22 05:17:51,0.0
2017-03-01 05:02:00,2017-02-22 05:18:51,0.0
2017-03-01 05:02:00,2017-02-22 05:19:51,0.0
2017-03-01 05:02:00,2017-02-22 05:20:50,0.0
2017-03-01 05:02:00,2017-02-22 05:21:50,0.0
2017-03-01 05:02:00,2017-02-22 05:22:50,0.0
2017-03-01 05:02:00,2017-02-22 05:23:51,0.0
