  USAF  WBAN YR--MODAHRMN DIR SPD GUS CLG SKC L M H  VSB MW MW MW MW AW AW AW AW W TEMP DEWP    SLP   ALT    STP MAX MIN PCP01 PCP06 PCP24 PCPXX SD
125660 99999 201703011030 240  13 *** *** *** * * *  6.2 ** ** ** ** ** ** ** ** *   45   36 ****** 29.62 ****** *** *** ***** ***** ***** ***** ** 
125660 99999 201703011100 240  16 *** *** *** * * * 18.8 ** ** ** ** ** ** ** ** *   45   37 1004.1 *****  975.0 *** *** ***** ***** ***** ***** ** 
125660 99999 201703011130 240  16 *** *** *** * * *  6.2 ** ** ** ** ** ** ** ** *   46   37 ****** 29.62 ****** *** *** ***** ***** ***** ***** ** 
125660 99999 201703011200 240  15 ***  26 *** * * *  6.2 ** ** ** ** ** ** ** ** *   48   36 1004.1 29.62 ****** *** *** *****  0.00 ***** ***** ** 
125660 99999 201703011230 240  14 ***  40 *** * * *  6.2 ** ** ** ** ** ** ** ** *   45   36 ****** 29.62 ****** *** *** ***** ***** ***** ***** ** 
125660 99999 201703011300 230  17  22  26 BKN * * *  6.2 ** ** ** ** ** ** ** ** *   46   33 1004.2 29.62 ****** *** *** ***** ***** ***** ***** ** 
125660 99999 201703011330 220  18 *** *** *** * * *  6.2 ** ** ** ** ** ** ** ** *   46   32 ****** 29.62 ****** *** *** ***** ***** ***** ***** ** 
125660 99999 201703011400 240  18 *** *** *** * * * 25.0 ** ** ** ** ** ** ** ** *   46   32 1005.3 *****  976.2 *** *** ***** ***** ***** ***** ** 
125660 99999 201703011430 240  16 *** *** *** * * *  6.2 ** ** ** ** ** ** ** ** *   45   32 ****** 29.65 ****** *** *** ***** ***** ***** ***** ** 
125660 99999 201703011500 230  16 ***  53 *** * * * 25.0 ** ** ** ** ** ** ** ** *   45   30 1005.9 *****  976.8 *** *** ***** ***** ***** ***** ** 
125660 99999 201703011530 230  16 ***  53 *** * * *  6.2 ** ** ** ** ** ** ** ** *   45   30 ****** 29.68 ****** *** *** ***** ***** ***** ***** ** 
125660 99999 201703011600 230  11 ***  57 BKN * * * 25.0 ** ** ** ** ** ** ** ** *   44   31 1006.5 *****  977.3 *** *** ***** ***** ***** ***** ** 
125660 99999 201703011630 220   9 ***  53 *** * * *  6.2 ** ** ** ** ** ** ** ** *   43   30 ****** 29.68 ****** *** *** ***** ***** ***** ***** ** 
125660 99999 201703011700 230   9 *** *** *** * * * 25.0 ** ** ** ** ** ** ** ** *   42   30 1007.4 29.71 ****** *** *** ***** ***** ***** ***** ** 
125660 99999 201703011730 240  10 *** *** *** * * * **** ** ** ** ** ** ** ** ** *   39   30 ****** 29.71 ****** *** *** ***** ***** ***** ***** ** 
125660 99999 201703011800 250   9  22 *** SCT * * * 12.5 ** ** ** ** ** ** ** ** *   38   30 1008.4 *****  978.8  47  38 ***** ***** *****  0.00 ** 
125660 99999 201703011830 240   6 *** *** *** * * *  6.2 ** ** ** ** ** ** ** ** *   39   30 ****** 29.74 ****** *** *** ***** ***** ***** ***** ** 
125660 99999 201703011900 240   4 ***  57 *** * * *  9.4 ** ** ** ** ** ** ** ** *   40   31 1008.6 *****  979.1 *** *** ***** ***** ***** ***** ** 
125660 99999 201703011930 200   5 ***  60 *** * * *  6.2 ** ** ** ** ** ** ** ** *   37   30 ****** 29.74 ****** *** *** ***** ***** ***** ***** ** 
125660 99999 201703012000 230   4 ***  60 BKN * * *  9.4 ** ** ** ** ** ** ** ** *   38   30 1009.0 *****  979.4 *** *** ***** ***** ***** ***** ** 
125660 99999 201703012030 190   3 *** *** *** * * *  6.2 ** ** ** ** ** ** ** ** *   39   30 ****** 29.77 ****** *** *** ***** ***** ***** ***** ** 
125660 99999 201703012100 220   4 *** *** *** * * *  6.2 ** ** ** ** ** ** ** ** *   37   30 1009.6 *****  979.9 *** *** ***** ***** ***** ***** ** 
125660 99999 201703012130 250   5 ***  54 *** * * *  6.2 ** ** ** ** ** ** ** ** *   34   28 ****** 29.77 ****** *** *** ***** ***** ***** ***** ** 
125660 99999 201703012200 200   2 ***  57 BKN * * *  6.2 ** ** ** ** ** ** ** ** *   36   30 1009.7 29.77 ****** *** *** ***** ***** ***** ***** ** 
125660 99999 201703012230 990   1 ***  50 *** * * *  6.2 ** ** ** ** ** ** ** ** *   36   30 ****** 29.77 ****** *** *** ***** ***** ***** ***** ** 
125660 99999 201703012300 290   2 *** *** *** * * *  6.2 ** ** ** ** ** ** ** ** *   35   30 1009.8 *****  979.9 *** *** ***** ***** ***** ***** ** 
125660 99999 201703012330 990   1 *** *** *** * * *  6.2 ** ** ** ** ** ** ** ** *   32   28 ****** 29.77 ****** *** *** ***** ***** ***** ***** ** 
125660 99999 201703020000 360   0 *** *** SCT * * *  6.2 ** ** ** ** ** ** ** ** *   32   28 1010.2 29.77 ****** *** *** *****  0.00 ***** ***** ** 
125660 99999 201703020030 990   1 *** *** *** * * * **** ** ** ** ** ** ** ** ** *   32   28 ****** 29.77 ****** *** *** ***** ***** ***** ***** ** 
125660 99999 201703020100 300   2 *** *** SCT * * *  9.4 ** ** ** ** ** ** ** ** *   30   27 1010.2 *****  980.0 *** *** ***** ***** ***** ***** ** 
125660 99999 201703020130 990   1 *** *** *** * * * **** ** ** ** ** ** ** ** ** *   30   27 ****** 29.77 ****** *** *** ***** ***** ***** ***** ** 
125660 99999 201703020200 100   1 *** 722 CLR * * *  5.0 10 ** ** ** ** ** ** ** 0   28   27 1009.7 29.74 ****** *** *** ***** ***** ***** ***** ** 
125660 99999 201703020230 330   2 *** *** *** * * * **** ** ** ** ** ** ** ** ** *   30   25 ****** 29.74 ****** *** *** ***** ***** ***** ***** ** 
125660 99999 201703020300 020   2 *** *** SCT * * *  6.2 ** ** ** ** ** ** ** ** *   29   25 1009.1 *****  978.9 *** *** ***** ***** ***** ***** ** 
125660 99999 201703020330 990   1 *** *** *** * * * **** ** ** ** ** ** ** ** ** *   30   27 ****** 29.74 ****** *** *** ***** ***** ***** ***** ** 
125660 99999 201703020400 030   2 *** *** SCT * * *  6.2 ** ** ** ** ** ** ** ** *   29   27 1008.9 *****  978.7 *** *** ***** ***** ***** ***** ** 
125660 99999 201703020430 ***   0 *** *** *** * * * **** ** ** ** ** ** ** ** ** *   30   28 ****** 29.74 ****** *** *** ***** ***** ***** ***** ** 
125660 99999 201703020500 360   0 *** *** SCT * * * 12.5 ** ** ** ** ** ** ** ** *   30   25 1008.9 29.74 ****** *** *** ***** ***** ***** ***** ** 
125660 99999 201703020530 990   1 *** *** *** * * *  6.2 ** ** ** ** ** ** ** ** *   30   27 ****** 29.74 ****** *** *** ***** ***** ***** ***** ** 
125660 99999 201703020600 260   2 *** *** BKN * * * 12.5 ** ** ** ** ** ** ** ** *   32   29 1008.7 *****  978.7  40  28 ***** ***** *****  0.00 ** 
125660 99999 201703020630 990   1 *** *** *** * * *  6.2 ** ** ** ** ** ** ** ** *   34   30 ****** 29.74 ****** *** *** ***** ***** ***** ***** ** 
125660 99999 201703020700 060   4 *** *** *** * * * 12.5 ** ** ** ** ** ** ** ** *   36   30 1008.0 29.71 ****** *** *** ***** ***** ***** ***** ** 
125660 99999 201703020730 990   2 *** *** *** * * * **** ** ** ** ** ** ** ** ** *   41   34 ****** 29.71 ****** *** *** ***** ***** ***** ***** ** 
125660 99999 201703020800 190   7 *** *** SCT * * * 25.0 ** ** ** ** ** ** ** ** *   46   30 1006.9 *****  977.7 *** *** ***** ***** ***** ***** ** 
125660 99999 201703020830 990   7 *** *** *** * * * **** ** ** ** ** ** ** ** ** *   48   30 ****** 29.68 ****** *** *** ***** ***** ***** ***** ** 
125660 99999 201703020900 230  20 *** *** BKN * * * 31.2 ** ** ** ** ** ** ** ** *   50   32 1006.1 *****  977.2 *** *** ***** ***** ***** ***** ** 
125660 99999 201703020930 230  24 *** *** *** * * * **** ** ** ** ** ** ** ** ** *   52   34 ****** 29.68 ****** *** *** ***** ***** ***** ***** ** 
125660 99999 201703021000 230  20  31 *** *** * * * 31.2 ** ** ** ** ** ** ** ** *   50   34 1006.3 *****  977.4 *** *** ***** ***** ***** ***** ** 
125660 99999 201703021030 230  20 ***  40 *** * * *  6.2 ** ** ** ** ** ** ** ** *   52   36 ****** 29.68 ****** *** *** ***** ***** ***** ***** ** 
125660 99999 201703021100 220  20  29  40 *** * * * 31.2 ** ** ** ** ** ** ** ** *   50   36 1006.1 *****  977.2 *** *** ***** ***** ***** ***** ** 
125660 99999 201703021130 200  18 *** *** *** * * *  6.2 ** ** ** ** ** ** ** ** *   50   36 ****** 29.68 ****** *** *** ***** ***** ***** ***** ** 
125660 99999 201703021200 200  18  34 *** BKN * * * 31.2 ** ** ** ** ** ** ** ** *   52   36 1005.1 *****  976.4 *** *** *****  0.00 ***** ***** ** 
125660 99999 201703021230 220  24 ***  40 *** * * *  6.2 ** ** ** ** ** ** ** ** *   54   37 ****** 29.65 ****** *** *** ***** ***** ***** ***** ** 
125660 99999 201703021300 240  31  43  46 BKN * * *  6.2 ** ** ** ** ** ** ** ** *   52   37 1005.5 29.65 ****** *** *** ***** ***** ***** ***** ** 
125660 99999 201703021330 240  29 ***  51 *** * * *  6.2 ** ** ** ** ** ** ** ** *   52   36 ****** 29.68 ****** *** *** ***** ***** ***** ***** ** 
125660 99999 201703021400 230  20  40  52 *** * * *  6.2 ** ** ** ** ** ** ** ** *   52   36 1005.4 29.68 ****** *** *** ***** ***** ***** ***** ** 
125660 99999 201703021430 220  17 ***  52 *** * * *  6.2 ** ** ** ** ** ** ** ** *   52   36 ****** 29.68 ****** *** *** ***** ***** ***** ***** ** 
125660 99999 201703021500 240  20 ***  53 *** * * * 31.2 ** ** ** ** ** ** ** ** *   51   37 1006.3 *****  977.5 *** *** ***** ***** ***** ***** ** 
125660 99999 201703021530 270  23 ***  50 *** * * *  6.2 ** ** ** ** ** ** ** ** *   50   34 ****** 29.71 ****** *** *** ***** ***** ***** ***** ** 
125660 99999 201703021600 260  25  34  50 BKN * * * 18.8 80 ** ** ** ** ** ** ** 2   49   32 1008.5 29.74 ****** *** *** ***** ***** ***** ***** ** 
125660 99999 201703021630 230  18 ***  50 *** * * *  6.2 ** ** ** ** ** ** ** ** *   46   30 ****** 29.77 ****** *** *** ***** ***** ***** ***** ** 
125660 99999 201703021700 250   9  45 *** BKN * * * 25.0 25 ** ** ** ** ** ** ** 2   46   28 1010.3 *****  981.0 *** *** ***** ***** ***** ***** ** 
125660 99999 201703021730 240  13 ***  50 *** * * *  6.2 ** ** ** ** ** ** ** ** *   46   28 ****** 29.83 ****** *** *** ***** ***** ***** ***** ** 
125660 99999 201703021800 220  13  45 *** SCT * * * 25.0 01 ** ** ** ** ** ** ** 8   45   30 1011.2 *****  981.9  54  32 ***** ***** *****  0.00 ** 
125660 99999 201703021830 240  16 *** *** *** * * *  6.2 ** ** ** ** ** ** ** ** *   43   30 ****** 29.83 ****** *** *** ***** ***** ***** ***** ** 
125660 99999 201703021900 230  11 *** *** SCT * * * 18.8 ** ** ** ** ** ** ** ** *   43   31 1012.0 *****  982.6 *** *** ***** ***** ***** ***** ** 
125660 99999 201703021930 230  11 *** *** *** * * *  6.2 ** ** ** ** ** ** ** ** *   43   30 ****** 29.85 ****** *** *** ***** ***** ***** ***** ** 
125660 99999 201703022000 270  13 ***  62 BKN * * * 18.8 ** ** ** ** ** ** ** ** *   44   30 1013.0 *****  983.6 *** *** ***** ***** ***** ***** ** 
125660 99999 201703022030 280  14 ***  40 *** * * *  6.2 80 ** ** ** ** ** ** ** *   43   30 ****** 29.88 ****** *** *** ***** ***** ***** ***** ** 
125660 99999 201703022100 250  13 ***  46 BKN * * * 18.8 25 ** ** ** ** ** ** ** 8   43   30 1013.6 *****  984.1 *** *** ***** ***** ***** ***** ** 
125660 99999 201703022130 250  10 ***  50 *** * * *  6.2 ** ** ** ** ** ** ** ** *   43   30 ****** 29.88 ****** *** *** ***** ***** ***** ***** ** 
125660 99999 201703022200 270  18  29  46 BKN * * * 18.8 25 ** ** ** ** ** ** ** 2   44   30 1014.1 *****  984.7 *** *** ***** ***** ***** ***** ** 
125660 99999 201703022230 280  17 ***  53 *** * * *  6.2 ** ** ** ** ** ** ** ** *   45   30 ****** 29.91 ****** *** *** ***** ***** ***** ***** ** 
125660 99999 201703022300 270  16  29  60 BKN * * * 18.8 25 ** ** ** ** ** ** ** 2   43   32 1015.0 *****  985.4 *** *** ***** ***** ***** ***** ** 
125660 99999 201703022330 260  18 ***  46 *** * * *  6.2 ** ** ** ** ** ** ** ** *   43   30 ****** 29.91 ****** *** *** ***** ***** ***** ***** ** 
125660 99999 201703030000 260  16  31  40 BKN * * * 25.0 01 ** ** ** ** ** ** ** 8   42   32 1015.5 *****  985.9 *** *** *****  0.00 ***** ***** ** 
125660 99999 201703030030 260  18 ***  40 *** * * *  6.2 ** ** ** ** ** ** ** ** *   41   32 ****** 29.94 ****** *** *** ***** ***** ***** ***** ** 
125660 99999 201703030100 260  16  31  33 OVC * * * 12.5 61 ** ** ** ** ** ** ** 2   40   34 1016.1 *****  986.4 *** *** ***** ***** ***** ***** ** 
125660 99999 201703030130 240  13 ***  32 *** * * *  6.2 61 ** ** ** ** ** ** ** *   39   36 ****** 29.97 ****** *** *** ***** ***** ***** ***** ** 
125660 99999 201703030200 250  13 ***  40 OVC * * * 12.5 61 ** ** ** ** ** ** ** 6   38   36 1016.4 *****  986.6 *** *** ***** ***** ***** ***** ** 
125660 99999 201703030230 250   9 ***  50 *** * * *  6.2 ** ** ** ** ** ** ** ** *   37   34 ****** 29.97 ****** *** *** ***** ***** ***** ***** ** 
125660 99999 201703030300 220   9 ***  54 BKN * * * 18.8 21 ** ** ** ** ** ** ** 6   37   34 1016.7 *****  986.8 *** *** ***** ***** ***** ***** ** 
125660 99999 201703030330 220   8 ***  50 *** * * *  6.2 ** ** ** ** ** ** ** ** *   36   34 ****** 29.97 ****** *** *** ***** ***** ***** ***** ** 
125660 99999 201703030400 220   7 ***  57 BKN * * * 18.8 ** ** ** ** ** ** ** ** *   37   34 1017.1 *****  987.1 *** *** ***** ***** ***** ***** ** 
125660 99999 201703030430 190   5 ***  50 *** * * *  6.2 ** ** ** ** ** ** ** ** *   36   34 ****** 29.97 ****** *** *** ***** ***** ***** ***** ** 
125660 99999 201703030500 240   9 ***  41 BKN * * * 18.8 ** ** ** ** ** ** ** ** *   38   34 1017.2 29.97 ****** *** *** ***** ***** ***** ***** ** 
125660 99999 201703030530 250  14 ***  47 *** * * *  6.2 ** ** ** ** ** ** ** ** *   39   30 ****** 30.00 ****** *** *** ***** ***** ***** ***** ** 
125660 99999 201703030600 250  16  31  48 BKN * * * 25.0 03 ** ** ** ** ** ** ** 6   39   32 1017.8 *****  988.0  45  36 ***** *****  0.01  0.01 ** 
125660 99999 201703030630 250  14 ***  53 *** * * *  6.2 ** ** ** ** ** ** ** ** *   39   32 ****** 30.03 ****** *** *** ***** ***** ***** ***** ** 
125660 99999 201703030700 250  16 ***  50 *** * * *  6.2 80 ** ** ** ** ** ** ** 2   39   32 1018.9 30.03 ****** *** *** ***** ***** ***** ***** ** 
125660 99999 201703030730 240  13 *** *** *** * * *  6.2 ** ** ** ** ** ** ** ** *   37   34 ****** 30.03 ****** *** *** ***** ***** ***** ***** ** 
125660 99999 201703030800 230  14 *** *** SCT * * *  6.2 25 ** ** ** ** ** ** ** 2   42   34 1018.9 *****  989.2 *** *** ***** ***** ***** ***** ** 
125660 99999 201703030830 250  17 *** *** *** * * *  6.2 ** ** ** ** ** ** ** ** *   43   32 ****** 30.03 ****** *** *** ***** ***** ***** ***** ** 
125660 99999 201703030900 260  18 *** *** SCT * * * 25.0 03 ** ** ** ** ** ** ** 8   45   30 1018.7 *****  989.2 *** *** ***** ***** ***** ***** ** 
125660 99999 201703030930 270  17 *** *** *** * * *  6.2 ** ** ** ** ** ** ** ** *   45   30 ****** 30.03 ****** *** *** ***** ***** ***** ***** ** 
125660 99999 201703031000 240  18 *** *** *** * * * 31.2 ** ** ** ** ** ** ** ** *   47   30 1018.4 *****  989.0 *** *** ***** ***** ***** ***** ** 
125660 99999 201703031030 230  17 *** *** *** * * *  6.2 ** ** ** ** ** ** ** ** *   48   32 ****** 30.03 ****** *** *** ***** ***** ***** ***** ** 
125660 99999 201703031100 230  18 *** *** *** * * * 31.2 ** ** ** ** ** ** ** ** *   49   30 1018.0 *****  988.7 *** *** ***** ***** ***** ***** ** 
125660 99999 201703031130 240  17 *** *** *** * * *  6.2 ** ** ** ** ** ** ** ** *   48   30 ****** 30.03 ****** *** *** ***** ***** ***** ***** ** 
125660 99999 201703031200 250  20 *** *** SCT * * * 31.2 01 ** ** ** ** ** ** ** 8   49   28 1017.3 30.00 ****** *** *** *****  0.00 ***** ***** ** 
125660 99999 201703031230 240  15 *** *** *** * * *  6.2 ** ** ** ** ** ** ** ** *   50   28 ****** 30.00 ****** *** *** ***** ***** ***** ***** ** 
125660 99999 201703031300 250  16 *** *** *** * * * 31.2 ** ** ** ** ** ** ** ** *   51   28 1016.6 30.00 ****** *** *** ***** ***** ***** ***** ** 
125660 99999 201703031330 230  16 *** *** *** * * * **** ** ** ** ** ** ** ** ** *   50   27 ****** 29.97 ****** *** *** ***** ***** ***** ***** ** 
125660 99999 201703031400 250  13 *** *** SCT * * * 31.2 ** ** ** ** ** ** ** ** *   51   27 1016.1 *****  987.0 *** *** ***** ***** ***** ***** ** 
125660 99999 201703031430 240  11 *** *** *** * * * **** ** ** ** ** ** ** ** ** *   52   27 ****** 29.97 ****** *** *** ***** ***** ***** ***** ** 
125660 99999 201703031500 250   9 *** *** SCT * * * 31.2 ** ** ** ** ** ** ** ** *   50   27 1015.9 *****  986.8 *** *** ***** ***** ***** ***** ** 
125660 99999 201703031530 230   9 *** *** *** * * * **** ** ** ** ** ** ** ** ** *   48   28 ****** 29.97 ****** *** *** ***** ***** ***** ***** ** 
125660 99999 201703031600 210   4 *** *** BKN * * *  3.1 ** ** ** ** ** ** ** ** *   50   28 1015.6 *****  986.4 *** *** ***** ***** ***** ***** ** 
125660 99999 201703031630 180   3 *** *** *** * * * **** ** ** ** ** ** ** ** ** *   48   28 ****** 29.94 ****** *** *** ***** ***** ***** ***** ** 
125660 99999 201703031700 040   2 *** *** BKN * * * 18.8 ** ** ** ** ** ** ** ** *   44   28 1015.4 *****  985.9 *** *** ***** ***** ***** ***** ** 
125660 99999 201703031730 010   2 *** 722 CLR * * *  5.0 ** ** ** ** ** ** ** ** *   41   28 ****** 29.94 ****** *** *** ***** ***** ***** ***** ** 
125660 99999 201703031800 010   2 *** *** SCT * * *  6.2 ** ** ** ** ** ** ** ** *   38   28 1015.5 *****  985.6  52  38 ***** ***** *****  0.00 ** 
125660 99999 201703031830 990   1 *** *** *** * * * **** ** ** ** ** ** ** ** ** *   37   27 ****** 29.94 ****** *** *** ***** ***** ***** ***** ** 
125660 99999 201703031900 360   0 *** *** SCT * * *  6.2 ** ** ** ** ** ** ** ** *   37   27 1015.0 *****  985.1 *** *** ***** ***** ***** ***** ** 
125660 99999 201703031930 990   1 *** 722 CLR * * *  5.0 ** ** ** ** ** ** ** ** *   36   27 ****** 29.91 ****** *** *** ***** ***** ***** ***** ** 
125660 99999 201703032000 040   2 *** 722 CLR * * *  6.2 ** ** ** ** ** ** ** ** *   34   27 1014.7 *****  984.6 *** *** ***** ***** ***** ***** ** 
125660 99999 201703032030 990   1 *** 722 CLR * * *  5.0 ** ** ** ** ** ** ** ** *   34   27 ****** 29.91 ****** *** *** ***** ***** ***** ***** ** 
125660 99999 201703032100 010   2 *** 722 SCT * * *  5.0 10 ** ** ** ** ** ** ** 0   32   27 1014.6 *****  984.4 *** *** ***** ***** ***** ***** ** 
125660 99999 201703032130 990   5 *** 722 CLR * * *  4.4 ** ** ** ** ** ** ** ** *   30   27 ****** 29.88 ****** *** *** ***** ***** ***** ***** ** 
125660 99999 201703032200 020   2 *** 722 CLR * * *  4.4 10 ** ** ** ** ** ** ** 0   30   27 1014.0 *****  983.7 *** *** ***** ***** ***** ***** ** 
125660 99999 201703032230 050   3 *** 722 CLR * * *  3.8 ** ** ** ** ** ** ** ** *   30   27 ****** 29.85 ****** *** *** ***** ***** ***** ***** ** 
125660 99999 201703032300 050   7 *** 722 SCT * * *  3.1 10 ** ** ** ** ** ** ** 0   31   28 1012.9 *****  982.7 *** *** ***** ***** ***** ***** ** 
125660 99999 201703032330 050   7 *** 722 CLR * * *  3.1 10 ** ** ** ** ** ** ** *   32   27 ****** 29.83 ****** *** *** ***** ***** ***** ***** ** 
125660 99999 201703040000 030   7 *** 722 SCT * * *  3.1 10 ** ** ** ** ** ** ** 0   32   27 1012.1 *****  982.0 *** *** *****  0.00 ***** ***** ** 
125660 99999 201703040030 030   5 *** 722 CLR * * *  4.4 ** ** ** ** ** ** ** ** *   34   27 ****** 29.83 ****** *** *** ***** ***** ***** ***** ** 
125660 99999 201703040100 350   2 *** 722 CLR * * *  4.4 10 ** ** ** ** ** ** ** 0   31   27 1011.5 29.80 ****** *** *** ***** ***** ***** ***** ** 
125660 99999 201703040130 990   3 *** 722 CLR * * *  4.4 ** ** ** ** ** ** ** ** *   30   25 ****** 29.80 ****** *** *** ***** ***** ***** ***** ** 
125660 99999 201703040200 990   6 *** 722 CLR * * *  5.6 10 ** ** ** ** ** ** ** 0   31   27 1010.3 *****  980.2 *** *** ***** ***** ***** ***** ** 
125660 99999 201703040230 040   7 *** *** *** * * * **** ** ** ** ** ** ** ** ** *   30   27 ****** 29.77 ****** *** *** ***** ***** ***** ***** ** 
125660 99999 201703040300 040   6 *** *** SCT * * *  9.4 ** ** ** ** ** ** ** ** *   32   26 1010.2 29.77 ****** *** *** ***** ***** ***** ***** ** 
125660 99999 201703040330 030   5 *** *** *** * * * **** ** ** ** ** ** ** ** ** *   30   27 ****** 29.77 ****** *** *** ***** ***** ***** ***** ** 
125660 99999 201703040400 030   6 *** *** SCT * * * 12.5 ** ** ** ** ** ** ** ** *   30   27 1009.9 *****  979.8 *** *** ***** ***** ***** ***** ** 
125660 99999 201703040430 040   8 *** *** *** * * * **** ** ** ** ** ** ** ** ** *   30   27 ****** 29.77 ****** *** *** ***** ***** ***** ***** ** 
125660 99999 201703040500 030   7 *** *** BKN * * * 12.5 ** ** ** ** ** ** ** ** *   30   28 1009.7 *****  979.6 *** *** ***** ***** ***** ***** ** 
125660 99999 201703040530 030   6 *** *** *** * * * **** ** ** ** ** ** ** ** ** *   32   28 ****** 29.74 ****** *** *** ***** ***** ***** ***** ** 
125660 99999 201703040600 030   4 *** *** BKN * * * 12.5 ** ** ** ** ** ** ** ** *   33   28 1009.3 *****  979.4  38  29 ***** *****  0.00  0.00 ** 
125660 99999 201703040630 050   7 *** *** *** * * * **** ** ** ** ** ** ** ** ** *   34   30 ****** 29.74 ****** *** *** ***** ***** ***** ***** ** 
125660 99999 201703040700 040   7 *** *** BKN * * * 12.5 ** ** ** ** ** ** ** ** *   36   32 1009.1 *****  979.3 *** *** ***** ***** ***** ***** ** 
125660 99999 201703040730 040   6 *** *** *** * * * **** ** ** ** ** ** ** ** ** *   39   32 ****** 29.74 ****** *** *** ***** ***** ***** ***** ** 
125660 99999 201703040800 050   6 *** *** OVC * * * 12.5 ** ** ** ** ** ** ** ** *   41   34 1008.3 *****  978.9 *** *** ***** ***** ***** ***** ** 
125660 99999 201703040830 050   6 *** *** *** * * * **** ** ** ** ** ** ** ** ** *   45   34 ****** 29.74 ****** *** *** ***** ***** ***** ***** ** 
125660 99999 201703040900 050   4 *** *** BKN * * * 12.5 ** ** ** ** ** ** ** ** *   47   34 1007.5 *****  978.4 *** *** ***** ***** ***** ***** ** 
125660 99999 201703040930 070   3 *** *** *** * * * **** ** ** ** ** ** ** ** ** *   50   34 ****** 29.71 ****** *** *** ***** ***** ***** ***** ** 
125660 99999 201703041000 090   2 *** *** BKN * * * 18.8 ** ** ** ** ** ** ** ** *   53   36 1006.5 *****  977.8 *** *** ***** ***** ***** ***** ** 
125660 99999 201703041030 990   5 *** *** *** * * * **** ** ** ** ** ** ** ** ** *   57   36 ****** 29.68 ****** *** *** ***** ***** ***** ***** ** 
125660 99999 201703041100 990  11 *** *** BKN * * * 31.2 ** ** ** ** ** ** ** ** *   59   36 1005.3 29.68 ****** *** *** ***** ***** ***** ***** ** 
125660 99999 201703041130 990   9 *** *** *** * * * **** ** ** ** ** ** ** ** ** *   59   34 ****** 29.68 ****** *** *** ***** ***** ***** ***** ** 
125660 99999 201703041200 170   9 *** *** BKN * * * 31.2 ** ** ** ** ** ** ** ** *   61   36 1004.3 *****  976.1 *** *** *****  0.00 ***** ***** ** 
125660 99999 201703041230 990  16 *** *** *** * * * **** ** ** ** ** ** ** ** ** *   61   36 ****** 29.65 ****** *** *** ***** ***** ***** ***** ** 
125660 99999 201703041300 200  13  22 *** BKN * * * 31.2 ** ** ** ** ** ** ** ** *   62   34 1003.7 *****  975.5 *** *** ***** ***** ***** ***** ** 
125660 99999 201703041330 990  15 *** *** *** * * * **** ** ** ** ** ** ** ** ** *   61   34 ****** 29.62 ****** *** *** ***** ***** ***** ***** ** 
125660 99999 201703041400 190  13  27 *** BKN * * * 31.2 ** ** ** ** ** ** ** ** *   62   34 1003.1 *****  974.9 *** *** ***** ***** ***** ***** ** 
125660 99999 201703041430 200  16 *** *** *** * * * **** ** ** ** ** ** ** ** ** *   61   34 ****** 29.62 ****** *** *** ***** ***** ***** ***** ** 
125660 99999 201703041500 190  13 *** *** BKN * * * 31.2 ** ** ** ** ** ** ** ** *   61   34 1002.7 *****  974.5 *** *** ***** ***** ***** ***** ** 
125660 99999 201703041530 190  10 *** *** *** * * * **** ** ** ** ** ** ** ** ** *   61   34 ****** 29.62 ****** *** *** ***** ***** ***** ***** ** 
125660 99999 201703041600 180   9 *** *** SCT * * * 25.0 ** ** ** ** ** ** ** ** *   59   34 1003.0 29.62 ****** *** *** ***** ***** ***** ***** ** 
125660 99999 201703041630 200  15  26 *** *** * * * **** ** ** ** ** ** ** ** ** *   59   34 ****** 29.62 ****** *** *** ***** ***** ***** ***** ** 
125660 99999 201703041700 180   4  27 *** SCT * * * 25.0 ** ** ** ** ** ** ** ** *   56   34 1003.4 *****  974.9 *** *** ***** ***** ***** ***** ** 
125660 99999 201703041730 170   8 *** *** *** * * * **** ** ** ** ** ** ** ** ** *   57   34 ****** 29.62 ****** *** *** ***** ***** ***** ***** ** 
125660 99999 201703041800 180   7  27 *** BKN * * * 18.8 ** ** ** ** ** ** ** ** *   56   34 1003.5 *****  975.0  62  33 ***** ***** *****  0.00 ** 
125660 99999 201703041830 170   6 *** *** *** * * * **** ** ** ** ** ** ** ** ** *   55   36 ****** 29.62 ****** *** *** ***** ***** ***** ***** ** 
125660 99999 201703041900 150   7 ***  74 BKN * * * 18.8 ** ** ** ** ** ** ** ** *   57   34 1002.9 29.59 ****** *** *** ***** ***** ***** ***** ** 
125660 99999 201703041930 140   7 ***  67 *** * * *  6.2 ** ** ** ** ** ** ** ** *   57   34 ****** 29.59 ****** *** *** ***** ***** ***** ***** ** 
125660 99999 201703042000 140   7 *** *** *** * * * 25.0 ** ** ** ** ** ** ** ** *   57   34 1002.3 *****  973.9 *** *** ***** ***** ***** ***** ** 
125660 99999 201703042030 990   6 *** *** *** * * *  6.2 ** ** ** ** ** ** ** ** *   54   34 ****** 29.56 ****** *** *** ***** ***** ***** ***** ** 
125660 99999 201703042100 130   7 *** *** BKN * * * 25.0 ** ** ** ** ** ** ** ** *   56   34 1001.5 *****  973.1 *** *** ***** ***** ***** ***** ** 
125660 99999 201703042130 110   8 *** *** *** * * * **** ** ** ** ** ** ** ** ** *   54   34 ****** 29.56 ****** *** *** ***** ***** ***** ***** ** 
